ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages,,
521398266,9780521398268,The Pastons And Their England: Studies In An Age Of Transition (Canto Original Series),H S Bennett,http://www.openisbn.com/cover/0521398266_72.jpg,Cambridge University Press,308,,
192813897,9780192813893,Oxford Fowler's Modern English Usage Dictionary,H W Fowler,,,,,
375420673,9780375420672,The Bridegroom: Stories,Ha Jin,http://www.openisbn.com/cover/0375420673_72.jpg,Pantheon,240,,
375706410,9780375706417,Waiting: A Novel,Ha Jin,http://www.openisbn.com/cover/0375706410_72.jpg,Vintage,308,,
375406530,9780375406539,Waiting,Ha Jin,http://www.openisbn.com/cover/0375406530_72.jpg,Pantheon,320,,
375421815,9780375421815,The Crazed: A Novel,Ha Jin,http://www.openisbn.com/cover/0375421815_72.jpg,Pantheon,336,,
375709118,9780375709111,In The Pond,Ha Jin,http://www.openisbn.com/cover/0375709118_72.jpg,Vintage,192,,
60582308,9780060582302,Love: Undercover,Hailey North,http://www.openisbn.com/cover/0060582308_72.jpg,Avon,384,,
1931514917,9781931514910,Cowboy Bebop # 1,Hajime Yadate,,,,,
3442725577,9783442725571,Munsters Fall: Roman,Hakan Nesser,,,,,
3442725984,9783442725984,Das Falsche Urteil: Roman,Hakan Nesser,,,,,
471062189,9780471062189,Small Business Management (The Wiley Series In Management),Hal B Pickle,,,,,
345329163,9780345329165,Still River,HAL CLEMENT,http://www.openisbn.com/cover/0345329163_72.jpg,Del Rey,280,,
793559847,9780793559848,The Rock And Roll Collection: Easy Guitar (Paperback Songs),Hal Leonard Corp,http://www.openisbn.com/cover/0793559847_72.jpg,Hal Leonard Corporation,256,,
553266926,9780553266924,The Rapture,Hal Lindsey,http://www.openisbn.com/cover/0553266926_72.jpg,Bantam,0,,
140291725,9780140291728,We Want Some Too: Underground Desire And The Reinvention Of Mass Culture,Hal Niedzviecki,http://www.openisbn.com/cover/0140291725_72.jpg,Penguin Putnam,359,,
688132464,9780688132460,The Customer Comes Second,Hal Rosenbluth,http://www.openisbn.com/cover/0688132464_72.jpg,Harper Perennial,240,,
1882591275,9781882591275,Write From The Heart: Unleashing The Power Of Your Creativity,Hal Zina Bennett,http://www.openisbn.com/cover/1882591275_72.jpg,New World Library,176,,
20433115,9780020433118,Just One Friend,Hall,http://www.openisbn.com/cover/0020433115_72.jpg,Simon Pulse,0,,
1860469345,9781860469343,The Fish Can Sing,Halldor Laxness,http://www.openisbn.com/cover/1860469345_72.jpg,Harvill Pr,288,,
425128482,9780425128480,Miss Seeton Paints The Town (Heron Carvic's Miss Seeton),Hamilton Crane,http://www.openisbn.com/cover/0425128482_72.jpg,Berkley,0,,
042513265X,9780425132654,Miss Seeton By Moonlight,Hamilton Crane,http://www.openisbn.com/cover/042513265X_72.jpg,Berkley,201,,
373031939,9780373031931,Wrong Kind Of Man (Harlequin Romance),Hammond,http://www.openisbn.com/cover/0373031939_72.jpg,Harlequin,0,,
038549565X,9780385495653,Ghost Soldiers: The Epic Account Of World War II's Greatest Rescue Mission,Hampton Sides,http://www.openisbn.com/cover/038549565X_72.jpg,Anchor,384,,
385495641,9780385495646,Ghost Soldiers: The Forgotten Epic Story Of World War II's Most Dramatic Mission,Hampton Sides,http://www.openisbn.com/cover/0385495641_72.jpg,Doubleday,352,,
152380418,9780152380410,If I Should Die Before I Wake,Han Nolan,http://www.openisbn.com/cover/0152380418_72.jpg,Graphia,304,,
152046976,9780152046972,Born Blue,Han Nolan,http://www.openisbn.com/cover/0152046976_72.jpg,Graphia,300,,
141312181,9780141312187,A Face In Every Window,Han Nolan,http://www.openisbn.com/cover/0141312181_72.jpg,Puffin,272,,
399123237,9780399123238,My House Has Two Doors,Han Suyin,http://www.openisbn.com/cover/0399123237_72.jpg,Putnam Pub Group (T),655,,
571200435,9780571200436,Buddha Of Suburbia (FF Classics),Hanif Kureishi,http://www.openisbn.com/cover/0571200435_72.jpg,Faber Paperbacks,284,,
684852756,9780684852751,Intimacy: A Novel,Hanif Kureishi,http://www.openisbn.com/cover/0684852756_72.jpg,Scribner,118,,
571142745,9780571142743,THE BUDDHA OF SUBURBIA.,Hanif Kureishi,http://www.openisbn.com/cover/0571142745_72.jpg,NY: VIKING. 1990,288,,
3746615429,9783746615424,Die Truhen Des Arcimboldo: Nach Den Tagebuchern Des Heinrich Wilhelm Lehmann. Roman,Hanjo Lehmann,http://www.openisbn.com/cover/3746615429_72.jpg,Aufbau Taschenbuch,699,,
595144470,9780595144471,Kataki: A Novel Of Revenge,Hank Searls,http://www.openisbn.com/cover/0595144470_72.jpg,IUniverse,360,,
553574833,9780553574838,So That Others May Live: Caroline Hebard and Her Search-And-Rescue Dogs,Hank Whittemore,,,,,
9057592029,9789057592027,Erzsebet: Roman (Dutch Edition),Hanna De Heus,http://www.openisbn.com/cover/9057592029_72.jpg,Podium,231,,
446690295,9780446690294,The Bondwoman's Narrative,Hannah Crafts,,,,,
821760955,9780821760956,Highland Honor,Hannah Howell,http://www.openisbn.com/cover/0821760955_72.jpg,Zebra,320,,
842314296,9780842314299,Hinds' Feet On High Places,Hannah Hurnard,http://www.openisbn.com/cover/0842314296_72.jpg,Living Books,320,,
842346112,9780842346115,Mountains Of Spices,Hannah Hurnard,http://www.openisbn.com/cover/0842346112_72.jpg,Living Books,250,,
045121188X,9780451211880,A Distinction Of Blood: A Mystery Of Georgian England,Hannah March,http://www.openisbn.com/cover/045121188X_72.jpg,Signet,272,,
1400060427,9781400060429,Girl Cook: A Novel,Hannah McCouch,http://www.openisbn.com/cover/1400060427_72.jpg,Villard,224,,
345335864,9780345335869,Christian's Secret Of A Happy Life,Hannah Whitall Smith,http://www.openisbn.com/cover/0345335864_72.jpg,Ballantine Books,224,,
325130058X,9783251300587,Huhnerherbst. Ein Gonzo Krimi.,Hanns Peter Karr,,,,,
140621407,9780140621402,Fairy Tales (Penguin Popular Classics),Hans Christian Andersen,http://www.openisbn.com/cover/0140621407_72.jpg,Penguin Popular Classics,368,,
451521072,9780451521071,Andersen's Fairy Tales (Signet Classics),Hans Christian Andersen,http://www.openisbn.com/cover/0451521072_72.jpg,Signet Classics,384,,
486278166,9780486278162,The Little Mermaid And Other Fairy Tales: Unabridged In Easy-To-Read Type (Dover Children's Thrift Classics),Hans Christian Andersen,http://www.openisbn.com/cover/0486278166_72.jpg,Dover Publications,96,,
517667185,9780517667187,Andersen's Fairy Tales,Hans Christian Andersen,,,,,
721406270,9780721406275,The Little Mermaid (Well Loved Tales),Hans Christian Andersen,,,,,
831731516,9780831731519,The Emperor's New Clothes.,Hans Christian Andersen,http://www.openisbn.com/cover/0831731516_72.jpg,Atlantic Monthly.,0,,
3453863593,9783453863590,Deutschland In Den Schatten,Hans J Alpers,http://www.openisbn.com/cover/3453863593_72.jpg,Heyne,0,,
245542957,9780245542954,Pacific Northwest,Hans Johannes Hoefer,http://www.openisbn.com/cover/0245542957_72.jpg,Chambers,0,,
486206173,9780486206172,Rubinstein's Chess Masterpieces: 100 Selected Games,Hans Kmoch,,,,,
3423078006,9783423078009,Damals War Es Friedrich,Hans Peter Richter,http://www.openisbn.com/cover/3423078006_72.jpg,Deutscher Taschenbuch Verlag,176,,
140322051,9780140322057,Friedrich (Puffin Books),Hans Peter Richter,,,,,
898700744,9780898700749,Prayer,Hans Urs Von Balthasar,,,,,
340512660,9780340512661,Pigs Ahoy!,Hans Wilhelm,,,,,
3473580309,9783473580309,Hautfarbe Nebensache,Hans-Georg Noack,http://www.openisbn.com/cover/3473580309_72.jpg,Ravensburger Buchverlag,0,,
3499420694,9783499420696,Gefahrliche Neugier.,Hansjorg Martin,http://www.openisbn.com/cover/3499420694_72.jpg,Rowohlt TB-V.,,,
3250600520,9783250600527,Im Cafe Und Auf Der Strasse. Geschichten.,Hansjorg Schneider,http://www.openisbn.com/cover/3250600520_72.jpg,Ammann,200,,
3250300020,9783250300021,Nachtbuch Fur Astrid,Hansjorg Schneider,http://www.openisbn.com/cover/3250300020_72.jpg,Ammann,116,,
3423202068,9783423202060,Das Ultimative Handbuch Des Nutzlosen Wissens.,Hanswilhelm Haefs,http://www.openisbn.com/cover/3423202068_72.jpg,Dtv,334,,
3351028253,9783351028251,Nirgends Und Zu Keiner Stunde,Harald Gerlach,http://www.openisbn.com/cover/3351028253_72.jpg,Aufbau-Verlag,115,,
3462031252,9783462031256,Quadrupelfuge,Harald Schmidt,http://www.openisbn.com/cover/3462031252_72.jpg,Kiepenheuer and Witsch,239,,
373192398,9780373192397,Groom For Maggie (Whirlwind Weddings) (Silhouette Romance),Harbison,http://www.openisbn.com/cover/0373192398_72.jpg,Silhouette,0,,
448343010,9780448343013,Little Toot (All Aboard Books),Hardie Gramatky,,,,,
052594642X,9780525946427,The Impressionist,Hari Kunzru,http://www.openisbn.com/cover/052594642X_72.jpg,Dutton Adult,416,,
440236703,9780440236702,Tell No One,Harlan Coben,http://www.openisbn.com/cover/0440236703_72.jpg,Dell,400,,
525947299,9780525947295,No Second Chance,Harlan Coben,http://www.openisbn.com/cover/0525947299_72.jpg,Dutton Adult,352,,
440236738,9780440236733,Gone For Good,Harlan Coben,http://www.openisbn.com/cover/0440236738_72.jpg,Dell,432,,
525947914,9780525947912,Just One Look,Harlan Coben,http://www.openisbn.com/cover/0525947914_72.jpg,Dutton Adult,384,,
385335555,9780385335553,Tell No One,Harlan Coben,http://www.openisbn.com/cover/0385335555_72.jpg,Delacorte Press,352,,
440220440,9780440220442,Deal Breaker: The First Myron Bolitar Novel (A Myron Bolitar Novel),Harlan Coben,http://www.openisbn.com/cover/0440220440_72.jpg,Dell,368,,
440222702,9780440222705,Back Spin (Myron Bolitar Mysteries),Harlan Coben,http://www.openisbn.com/cover/0440222702_72.jpg,Dell,368,,
440222680,9780440222682,Fade Away (Myron Bolitar Mysteries),Harlan Coben,http://www.openisbn.com/cover/0440222680_72.jpg,Dell,368,,
440220459,9780440220459,Drop Shot (Myron Bolitar Mysteries),Harlan Coben,http://www.openisbn.com/cover/0440220459_72.jpg,Dell,352,,
441289886,9780441289882,The Glass Teat,Harlan Ellison,http://www.openisbn.com/cover/0441289886_72.jpg,Ace Books,319,,
441363946,9780441363940,I Have No Mouth,Harlan Ellison,http://www.openisbn.com/cover/0441363946_72.jpg,Ace,0,,
1563083701,9781563083709,Storytelling Professionally: The Nuts And Bolts Of A Working Performer,Harlynne Geisler,http://www.openisbn.com/cover/1563083701_72.jpg,Libraries Unlimited,151,,
395765285,9780395765289,The Latino Reader: An American Literary Tradition From 1542 To The Present,Harold Augenbraum,,,,,
345322061,9780345322067,Making Peace With Yourself (Formerly Titled : The Achilles Syndrome),Harold Bloomfield MD,http://www.openisbn.com/cover/0345322061_72.jpg,Ballantine Books,0,,
345309049,9780345309044,Making Peace With Your Parents,Harold Bloomfield MD,http://www.openisbn.com/cover/0345309049_72.jpg,Ballantine Books,220,,
671885650,9780671885656,The TEN THOUSAND,Harold Coyle,http://www.openisbn.com/cover/0671885650_72.jpg,Pocket,592,,
812575393,9780812575392,Dead Hand,Harold Coyle,http://www.openisbn.com/cover/0812575393_72.jpg,Forge Books,384,,
765341697,9780765341693,Against All Enemies,Harold Coyle,http://www.openisbn.com/cover/0765341697_72.jpg,Forge Books,432,,
425110427,9780425110423,Team Yankee,Harold Coyle,http://www.openisbn.com/cover/0425110427_72.jpg,Berkley,330,,
067152819X,9780671528195,Look Away,Harold Coyle,http://www.openisbn.com/cover/067152819X_72.jpg,Pocket,592,,
671737120,9780671737122,Sword Point,Harold Coyle,http://www.openisbn.com/cover/0671737120_72.jpg,Pocket Books,0,,
60506989,9780060506988,We Were Soldiers Once... And Young: Ia Drang--The Battle That Changed The War In Vietnam,Harold G Moore,http://www.openisbn.com/cover/0060506989_72.jpg,HarperTorch,560,,
931580366,9780931580369,Hypericum (St. John's Wort) And Depression,Harold H Bloomfield,,,,,
931580617,9780931580611,How To Heal Depression,Harold H Bloomfield,,,,,
671732129,9780671732127,When All You Ever Wanted Isn't Enough,Harold Kushner,http://www.openisbn.com/cover/0671732129_72.jpg,Pocket,0,,
671680277,9780671680275,Who Needs God,Harold Kushner,http://www.openisbn.com/cover/0671680277_72.jpg,Pocket,0,,
451144848,9780451144843,Informed Consent (Signet),Harold L Klawans,http://www.openisbn.com/cover/0451144848_72.jpg,Signet,1,,
553584782,9780553584783,The Pill Book 10th Edition: New And Revised (Pill Book (Mass Market Paper)),Harold M Silverman,http://www.openisbn.com/cover/0553584782_72.jpg,Bantam,1232,,
1567313965,9781567313963,Understanding Attention Deficit Disorder: Ground-Breaking Methods Of Diagnosis And Treatment,Harold N,,,,,
802133525,9780802133526,Party Time And The New World Order,Harold Pinter,http://www.openisbn.com/cover/0802133525_72.jpg,Grove Press,224,,
156382485X,9781563824852,Financing Your Business Made E-Z (Made E-Z Guides),Harold R Lacy,http://www.openisbn.com/cover/156382485X_72.jpg,Made E-Z Products,220,,
067187294X,9780671872946,The Stallion,Harold Robbins,http://www.openisbn.com/cover/067187294X_72.jpg,Pocket,400,,
812571789,9780812571783,The Predators,Harold Robbins,http://www.openisbn.com/cover/0812571789_72.jpg,Forge Books,416,,
671416367,9780671416362,Spellbinder,Harold Robbins,http://www.openisbn.com/cover/0671416367_72.jpg,Pocket,0,,
671818856,9780671818852,Betsy,Harold Robbins,http://www.openisbn.com/cover/0671818856_72.jpg,Pocket,0,,
671824813,9780671824815,Goodbye Janette,Harold Robbins,http://www.openisbn.com/cover/0671824813_72.jpg,Pocket,382,,
671874861,9780671874865,The Dream Merchants,Harold Robbins,http://www.openisbn.com/cover/0671874861_72.jpg,Pocket Books (Mm),0,,
805237739,9780805237733,When Bad Things Happen To Good People,Harold S Kushner,http://www.openisbn.com/cover/0805237739_72.jpg,Schocken Books,0,,
380603926,9780380603923,When Bad Things Happen To Good People,Harold S Kushner,http://www.openisbn.com/cover/0380603926_72.jpg,Avon,160,,
316507415,9780316507417,How Good Do We Have To Be?: A New Understanding Of Guilt And Forgiveness,Harold S Kushner,http://www.openisbn.com/cover/0316507415_72.jpg,Little Brown and Co (T),181,,
316507350,9780316507356,To Life!: A Celebration Of Jewish Being And Thinking,Harold S Kushner,http://www.openisbn.com/cover/0316507350_72.jpg,Little Brown and Co (T),304,,
671798553,9780671798550,Nevermore,Harold Schechter,http://www.openisbn.com/cover/0671798553_72.jpg,Atria,336,,
373226950,9780373226955,McQueen's Heat (Harlequin Intrigue #695),Harper Allen,http://www.openisbn.com/cover/0373226950_72.jpg,Harlequin,256,,
373226802,9780373226801,The Night In Question (Harlequin Intrigue),Harper Allen,http://www.openisbn.com/cover/0373226802_72.jpg,Harlequin,256,,
446310786,9780446310789,To Kill A Mockingbird,Harper Lee,http://www.openisbn.com/cover/0446310786_72.jpg,Grand Central Publishing,281,,
446310492,9780446310499,To Kill A Mockingbird,Harper Lee,http://www.openisbn.com/cover/0446310492_72.jpg,Warner Books,284,,
435120964,9780435120962,To Kill A Mockingbird (New Windmill),Harper Lee,http://www.openisbn.com/cover/0435120964_72.jpg,Heinemann Educational Books Ltd,288,,
60935464,9780060935467,To Kill A Mockingbird,Harper Lee,http://www.openisbn.com/cover/0060935464_72.jpg,Harper Perennial Modern Classics,336,,
60194995,9780060194994,To Kill A Mockingbird,Harper Lee,http://www.openisbn.com/cover/0060194995_72.jpg,Harper Collins,287,,
3499142813,9783499142819,Wer Die Nachtigall Stort...,Harper Lee,,,,,
62770500,9780062770509,Access: Seattle (Access Guides),HarperReference,http://www.openisbn.com/cover/0062770500_72.jpg,HarperReference,160,,
879100362,9780879100360,Harpo Speaks!,Harpo Marx,,,,,
393963039,9780393963038,Uncle Tom's Cabin (Norton Critical Editions),Harriet Beecher Stowe,,,,,
451523024,9780451523020,Uncle Tom's Cabin,Harriet Beecher Stowe,,,,,
746016646,9780746016640,Starting Needle Craft (Usborne First Skills),Harriet Castor,,,,,
140075623,9780140075625,Stones For Ibarra (Contemporary American Fiction),Harriet Doerr,http://www.openisbn.com/cover/0140075623_72.jpg,Penguin (Non-Classics),224,,
448409313,9780448409313,Morph Bumble Beast (Mighty Morphin Power Rangers),Harriet Grey,http://www.openisbn.com/cover/0448409313_72.jpg,Grosset and Dunlap,62,,
006091565X,9780060915650,The Dance Of Anger: A Woman's Guide To Changing The Patterns Of Intimate Relationships,Harriet Lerner,http://www.openisbn.com/cover/006091565X_72.jpg,Harper Paperbacks,256,,
60913568,9780060913564,The Dance Of Anger: A Woman's Guide To Changing The Patterns Of Intimate Relationships,Harriet Lerner,http://www.openisbn.com/cover/0060913568_72.jpg,Harper Row,239,,
006091646X,9780060916466,The Dance Of Intimacy,Harriet Lerner,http://www.openisbn.com/cover/006091646X_72.jpg,William Morrow Paperbacks,255,,
1556113854,9781556113857,Skylark's Song: A Novel,Harriet Segal,http://www.openisbn.com/cover/1556113854_72.jpg,Dutton Adult,512,,
380009471,9780380009473,The Dollmaker,Harriette Arnow,http://www.openisbn.com/cover/0380009471_72.jpg,Avon,608,,
441009239,9780441009237,Living Dead In Dallas -- 2002 Publication,Harris,http://www.openisbn.com/cover/0441009239_72.jpg,AceBooks,0,,
786704799,9780786704798,Oscar Wilde : Including My Memories Of Oscar Wilde By George Bernard Shaw,Harris,http://www.openisbn.com/cover/0786704799_72.jpg,Carroll and Graf,368,,
306802538,9780306802539,The 900 Days: The Siege Of Leningrad (A Da Capo Paperback),Harrison E Salisbury,http://www.openisbn.com/cover/0306802538_72.jpg,Da Capo Press,456,,
802705499,9780802705495,Travels Around America,Harrison Evans Salisbury,http://www.openisbn.com/cover/0802705499_72.jpg,Walker,182,,
965603695,9780965603690,The Great Libertarian Offer,Harry Browne,http://www.openisbn.com/cover/0965603695_72.jpg,Liam Works,287,,
684825414,9780684825410,The MULCHING OF AMERICA: A Novel,Harry Crews,http://www.openisbn.com/cover/0684825414_72.jpg,Touchstone,272,,
60915749,9780060915742,The Knockout Artist,Harry Crews,http://www.openisbn.com/cover/0060915749_72.jpg,Harpercollins,288,,
671797867,9780671797867,Scar Lover,Harry Crews,http://www.openisbn.com/cover/0671797867_72.jpg,Touchstone,288,,
1591092744,9781591092742,Lapp,Harry Gersteneker,http://www.openisbn.com/cover/1591092744_72.jpg,BookSurge Publishing,153,,
761118691,9780761118695,Father To Son: Life Lessons On Raising A Boy,Harry H Harrison Jr,http://www.openisbn.com/cover/0761118691_72.jpg,Workman Publishing Company,314,,
761129774,9780761129776,Father To Daughter: Life Lessons On Raising A Girl,Harry H Harrison Jr,http://www.openisbn.com/cover/0761129774_72.jpg,Workman Publishing Company,356,,
013116757X,9780131167575,Canadian Society: A Macro Analysis,Harry H Hiller,http://www.openisbn.com/cover/013116757X_72.jpg,Prentice Hall College Div,505,,
441779131,9780441779130,Stainless Steel Rat Saves The World (Stainless Steel Rat Books),Harry Harrison,http://www.openisbn.com/cover/0441779131_72.jpg,Ace,0,,
441371574,9780441371570,Invasion: Earth,Harry Harrison,http://www.openisbn.com/cover/0441371574_72.jpg,Ace,0,,
553273078,9780553273076,The Stainless Steel Rat Gets Drafted,Harry Harrison,http://www.openisbn.com/cover/0553273078_72.jpg,Bantam Spectra,262,,
553276123,9780553276121,The Stainless Steel Rat For President,Harry Harrison,http://www.openisbn.com/cover/0553276123_72.jpg,Spectra,0,,
812551079,9780812551075,The Stainless Steel Rat Goes To Hell,Harry Harrison,http://www.openisbn.com/cover/0812551079_72.jpg,Tor Science Fiction,256,,
1857984986,9781857984989,The Stainless Steel Rat,Harry Harrison,http://www.openisbn.com/cover/1857984986_72.jpg,Orion,185,,
743423763,9780743423762,Bill The Galactic Hero,Harry Harrison,http://www.openisbn.com/cover/0743423763_72.jpg,I Books,192,,
553277006,9780553277005,Return To Eden,Harry Harrison,,,,,
812536460,9780812536461,King And Emperor (Hammer And The Cross),Harry Harrison,http://www.openisbn.com/cover/0812536460_72.jpg,Tor Fantasy,480,,
055320923X,9780553209235,Silent Sea,Harry Homewood,http://www.openisbn.com/cover/055320923X_72.jpg,Bantam,276,,
743458303,9780743458306,Wednesday The Rabbi Got Wet,Harry Kemelman,http://www.openisbn.com/cover/0743458303_72.jpg,I Books,336,,
449906817,9780449906811,The Day The Rabbi Resigned,Harry Kemelman,http://www.openisbn.com/cover/0449906817_72.jpg,Ballantine Books,273,,
449210006,9780449210000,Sunday The Rabbi Stayed Home,Harry Kemelman,http://www.openisbn.com/cover/0449210006_72.jpg,Fawcett,213,,
743434870,9780743434874,Friday The Rabbi Slept Late (Rabbi Small Mystery),Harry Kemelman,http://www.openisbn.com/cover/0743434870_72.jpg,I Books,208,,
449245276,9780449245279,Conversations With Rabbi Small,Harry Kemelman,http://www.openisbn.com/cover/0449245276_72.jpg,Fawcett,256,,
679430679,9780679430674,Diary Of A Lost Boy: A Novel,Harry Kondoleon,http://www.openisbn.com/cover/0679430679_72.jpg,Knopf,211,,
345317211,9780345317216,The Cook,Harry Kressing,http://www.openisbn.com/cover/0345317211_72.jpg,Ballantine Books,256,,
945397410,9780945397410,Outhouses Of Alaska,Harry M Walker,http://www.openisbn.com/cover/0945397410_72.jpg,Epicenter Press,64,,
394851455,9780394851457,500 Palabras Nuevas Para Ti / 500 Words To Grow On,Harry McNaught,http://www.openisbn.com/cover/0394851455_72.jpg,Random House Books For Young Readers,32,,
394837037,9780394837031,The Truck Book (Pictureback(R)),Harry McNaught,http://www.openisbn.com/cover/0394837037_72.jpg,Random House Books For Young Readers,32,,
3499233347,9783499233340,Hochste Zeit,Harry Mulisch,,,,,
349922710X,9783499227103,Die Prozedur,Harry Mulisch,,,,,
140239375,9780140239379,The Discovery Of Heaven,Harry Mulisch,,,,,
394744209,9780394744209,The Assault,Harry Mulisch,http://www.openisbn.com/cover/0394744209_72.jpg,Pantheon,192,,
140156011,9780140156010,Last Call,Harry Mulisch,,,,,
64610446,9780064610445,Errors In English And Ways To Correct Them: Fourth Edition,Harry Shaw,http://www.openisbn.com/cover/0064610446_72.jpg,Collins,320,,
038533396X,9780385333962,How I Accidentally Joined The Vast Right-Wing Conspiracy (and Found Inner Peace),Harry Stein,http://www.openisbn.com/cover/038533396X_72.jpg,Delacorte Press,288,,
345406141,9780345406149,How Few Remain,Harry Turtledove,http://www.openisbn.com/cover/0345406141_72.jpg,Del Rey,608,,
345384687,9780345384683,The Guns Of The South,Harry Turtledove,http://www.openisbn.com/cover/0345384687_72.jpg,Del Rey,576,,
345343387,9780345343383,Noninterference,Harry Turtledove,http://www.openisbn.com/cover/0345343387_72.jpg,Del Rey,213,,
812963741,9780812963748,Troublemaker:: One Man's Crusade Against China's Cruelty,Harry Wu,,,,,
373241224,9780373241224,Seven Reasons Why (Harlequin Special Edition),Hart,http://www.openisbn.com/cover/0373241224_72.jpg,Silhouette,256,,
380062236X,9783800622368,Die Externe Rechnungslegung Der Kreditinstitute Und Finanzdienstleistungsinstitute,Hartmut Bieg,http://www.openisbn.com/cover/380062236X_72.jpg,Vahlen Franz GmbH,974,,
679743464,9780679743460,Hard-Boiled Wonderland And The End Of The World: A Novel (Vintage International),Haruki Murakami,http://www.openisbn.com/cover/0679743464_72.jpg,Vintage,416,,
375704027,9780375704024,Norwegian Wood,Haruki Murakami,,,,,
2020579391,9782020579391,La Ballade De L'impossible,Haruki Murakami,,,,,
679775439,9780679775430,The Wind-Up Bird Chronicle: A Novel,Haruki Murakami,http://www.openisbn.com/cover/0679775439_72.jpg,Vintage,624,,
3518392387,9783518392386,Wilde Schafsjagd,Haruki Murakami,,,,,
3442727952,9783442727957,Gefahrliche Geliebte: Roman,Haruki Murakami,,,,,
679750533,9780679750536,The Elephant Vanishes: Stories,Haruki Murakami,http://www.openisbn.com/cover/0679750533_72.jpg,Vintage,336,,
2020349140,9782020349147,Les Chroniques De L'oiseau à Ressort,Haruki Murakami,http://www.openisbn.com/cover/2020349140_72.jpg,Seuil,659,,
3442726689,9783442726684,Mister Aufziehvogel: Roman,Haruki Murakami,,,,,
451081641,9780451081643,Damien: Omen II,Harvey Bernhard,,,,,
446300152,9780446300155,Fit For Life,Harvey Diamond,,,,,
553802550,9780553802559,The Happiest Baby On The Block: The New Way To Calm Crying And Help Your Baby Sleep Longer,Harvey Karp,http://www.openisbn.com/cover/0553802550_72.jpg,Bantam,288,,
059033560X,9780590335607,Dear Dr. Dynamite,Harvey R Greenberg,http://www.openisbn.com/cover/059033560X_72.jpg,Scholastic Paperbacks,0,,
60972920,9780060972929,Getting The Love You Want: A Guide For Couples,Harville Hendrix,http://www.openisbn.com/cover/0060972920_72.jpg,Perennial,320,,
385499825,9780385499828,A Girl Named Zippy: Growing Up Small In Mooreland Indiana,Haven Kimmel,http://www.openisbn.com/cover/0385499825_72.jpg,Doubleday,288,,
60085894,9780060085896,Frida: A Biography Of Frida Kahlo,Hayden Herrera,http://www.openisbn.com/cover/0060085894_72.jpg,Harper Perennial,528,,
425155463,9780425155462,Concise Guides: Instant Style For Writers (Concise Guides For The Next Century),Hayden Mead,http://www.openisbn.com/cover/0425155463_72.jpg,Berkley,228,,
312989393,9780312989392,Queen Bee Of Mimosa Branch: A Novel,Haywood Smith,http://www.openisbn.com/cover/0312989393_72.jpg,St. Martin's Paperbacks,416,,
895774666,9780895774668,Watercolor School (Learn As You Go),Hazel Harrison,http://www.openisbn.com/cover/0895774666_72.jpg,Readers Digest,176,,
451183959,9780451183958,Mrs. Malory's Shortest Journey,Hazel Holt,http://www.openisbn.com/cover/0451183959_72.jpg,Signet,256,,
1567182186,9781567182187,True Hauntings: Spirits With A Purpose,Hazel M Denning,http://www.openisbn.com/cover/1567182186_72.jpg,Llewellyn Publications,240,,
866835040,9780866835046,Today's Gift,Hazelden Publishing,http://www.openisbn.com/cover/0866835040_72.jpg,Harper San Francisco,0,,
837820464,9780837820460,Becoming: Touchstones For A Growing Person,Hazelden Publishing,http://www.openisbn.com/cover/0837820464_72.jpg,C.R. Gibson Company,0,,
074603010X,9780746030103,Where's Rusty (Farmyard Tales Flap Books Series),Heather Amery,,,,,
1579213405,9781579213404,Emotional Purity : An Affair Of The Heart,Heather Arnel Paulsen,http://www.openisbn.com/cover/1579213405_72.jpg,Winepress Publishing,192,,
1551668920,9781551668925,A Season Of Miracles,Heather Graham,http://www.openisbn.com/cover/1551668920_72.jpg,Mira,384,,
440206707,9780440206705,The Viking's Woman,Heather Graham,http://www.openisbn.com/cover/0440206707_72.jpg,Dell,480,,
1551667509,9781551667508,Haunted,Heather Graham,http://www.openisbn.com/cover/1551667509_72.jpg,Mira,384,,
1551668122,9781551668123,Night Of The Blackbird,Heather Graham,http://www.openisbn.com/cover/1551668122_72.jpg,Mira Books,0,,
451406907,9780451406903,Surrender (Florida Civil War),Heather Graham,http://www.openisbn.com/cover/0451406907_72.jpg,Topaz,384,,
1551667878,9781551667874,Night Heat,Heather Graham,http://www.openisbn.com/cover/1551667878_72.jpg,Mira,588,,
451409884,9780451409881,Dying To Have Her,Heather Graham,http://www.openisbn.com/cover/0451409884_72.jpg,Onyx,400,,
451408462,9780451408464,Drop Dead Gorgeous,Heather Graham,http://www.openisbn.com/cover/0451408462_72.jpg,Onyx,352,,
1551666650,9781551666655,Hurricane Bay,Heather Graham,http://www.openisbn.com/cover/1551666650_72.jpg,Mira,400,,
1551668971,9781551668970,Hurricane Bay,Heather Graham,http://www.openisbn.com/cover/1551668971_72.jpg,Mira,352,,
385311133,9780385311137,Spirit Of The Season,Heather Graham,http://www.openisbn.com/cover/0385311133_72.jpg,Delacorte Press,232,,
451406893,9780451406897,Rebel (Florida Civil War),Heather Graham,http://www.openisbn.com/cover/0451406893_72.jpg,Topaz,384,,
1551664690,9781551664699,The Di Medici Bride (Mira Romance),Heather Graham Pozzessere,http://www.openisbn.com/cover/1551664690_72.jpg,Mira,251,,
